
07-15 17:09:58.798  7945  7975 I Unity   : [STATISTIC]Frame Number;Main Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);SetAreaNeighborsJob;GhostUpdateSystem:UpdateJob (Burst);GhostUpdateJobCustom;GhostUpdateSystem:UpdateJob;Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;GameServer Unity.Entities.SimulationSystemGroup;UnityEngine.CoreModule.dll!::UpdateFunction.Invoke() [Invoke];PostLateUpdate.FinishFrameRendering;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-15 17:10:12.802  7945  7975 I Unity   : [STATISTIC]1264;12424791;12424219;1830191104;15982592;2954352971;0;0;0;273125;152240;0;468906;0;0;0;1931827;0;0;568333;4468802;0;0;2263021;495;27;0.0124338;
07-15 17:10:12.815  7945  7975 I Unity   : [STATISTIC]1265;11839583;11839167;1830334464;15982592;2954352971;0;0;0;0;156459;0;405209;0;0;0;1968646;0;0;1631146;3417604;0;0;1944480;495;27;0.01184943;
07-15 17:10:12.831  7945  7975 I Unity   : [STATISTIC]1266;12648698;12648229;1830334464;15982592;2954352971;0;0;0;0;98645;0;420312;0;0;0;1769892;0;0;3203334;2600573;0;0;1979635;495;27;0.01265854;
07-15 17:10:12.844  7945  7975 I Unity   : [STATISTIC]1267;16225312;16225000;1830334464;15982592;2954352971;0;0;0;0;158906;0;0;0;0;0;1999689;0;0;6056875;3434740;0;0;2102500;495;27;0.01623213;
07-15 17:10:12.858  7945  7975 I Unity   : [STATISTIC]1268;15038854;15038542;1832476672;15982592;2954385739;0;0;0;327604;166511;0;474114;0;0;0;1733036;0;0;3671407;4183959;0;0;2030989;496;27;0.01505385;
07-15 17:10:12.871  7945  7975 I Unity   : [STATISTIC]1269;12034479;12034063;1832730624;15982592;2954385739;0;0;0;0;136302;0;356458;0;0;0;1897906;0;0;1999375;3352552;0;0;2001094;496;27;0.0120463;
07-15 17:10:12.886  7945  7975 I Unity   : [STATISTIC]1270;13843698;13843125;1832730624;15982592;2954385739;0;0;0;0;159062;0;507292;0;0;0;1823657;0;0;3502135;3320938;0;0;1951719;496;27;0.01385177;
07-15 17:10:12.900  7945  7975 I Unity   : [STATISTIC]1271;16811459;16810989;1834971136;15982592;2971171147;0;0;0;227448;120468;0;342031;0;0;0;1706661;0;0;4684011;4680885;0;0;2117187;497;27;0.01681255;
07-15 17:10:12.913  7945  7975 I Unity   : [STATISTIC]1272;12554167;12553802;1837031424;15982592;2971187531;0;0;0;261042;98177;0;362553;0;0;0;1752390;0;0;1425000;3949375;0;0;2018906;498;27;0.01258484;
07-15 17:10:12.927  7945  7975 I Unity   : [STATISTIC]1273;12845521;12845104;1839435776;15982592;2971273395;0;0;0;373177;96771;0;405157;0;0;0;1984326;0;0;1732865;4081041;0;0;2001667;499;27;0.01285297;
07-15 17:10:12.941  7945  7975 I Unity   : [STATISTIC]1274;12718073;12717605;1839435776;15982592;2971290419;0;0;0;0;170104;0;0;0;0;0;1860318;0;0;2819323;3301094;0;0;2231979;499;27;0.0127263;
07-15 17:10:12.956  7945  7975 I Unity   : [STATISTIC]1275;15319271;15318802;1841774592;15982592;2971306803;0;0;0;195416;142969;0;374063;0;0;0;1826915;0;0;3777135;4192395;0;0;2002396;500;27;0.01533156;
07-15 17:10:12.970  7945  7975 I Unity   : [STATISTIC]1276;16303541;16303125;1841258496;15982592;2971348851;0;0;0;266459;160522;0;436719;0;0;0;1841980;0;0;3999584;4301979;0;0;2325938;501;27;0.01631271;
07-15 17:10:12.982  7945  7975 I Unity   : [STATISTIC]1277;12828385;12828073;1843744768;15982592;2988151027;0;0;0;145157;156771;0;360781;0;0;0;1664954;0;0;1563178;4363021;0;0;1922656;502;27;0.01283927;
07-15 17:10:12.996  7945  7975 I Unity   : [STATISTIC]1278;12504531;12504011;1845972992;15982592;2988176435;0;0;0;224531;99636;0;400521;0;0;0;1896924;0;0;1187031;4185000;0;0;1935573;503;27;0.01251385;
07-15 17:10:13.010  7945  7975 I Unity   : [STATISTIC]1279;12378073;12377604;1846095872;15982592;2988193715;0;0;0;0;107396;0;410625;0;0;0;2200878;0;0;2215156;3041771;0;0;2058073;503;27;0.0123663;
07-15 17:10:13.025  7945  7975 I Unity   : [STATISTIC]1280;15325417;15325052;1847984128;15982592;2988210995;0;0;0;192448;179479;0;0;0;0;0;1877035;0;0;3921614;4681146;0;0;1766459;504;27;0.01535745;
07-15 17:10:13.038  7945  7975 I Unity   : [STATISTIC]1281;14737552;14737083;1849847808;15982592;2988243763;0;0;0;269427;152395;0;420572;0;0;0;1759159;0;0;3138750;4465573;0;0;1933698;505;27;0.01474667;
07-15 17:10:13.052  7945  7975 I Unity   : [STATISTIC]1282;11425208;11424792;1849847808;15982592;2988243763;0;0;0;0;174375;0;378438;0;0;0;1998076;0;0;1364115;3369896;0;0;1934167;505;27;0.01143453;
07-15 17:10:13.067  7945  7975 I Unity   : [STATISTIC]1283;15889688;15889218;1851936768;15982592;2988260147;0;0;0;367187;102240;0;437135;0;0;0;1970880;0;0;3835157;4314635;0;0;2199844;506;27;0.01589974;
07-15 17:10:13.081  7945  7975 I Unity   : [STATISTIC]1284;12819427;12819010;1852436480;15982592;2988277491;0;0;0;0;102187;0;374323;0;0;0;1908116;0;0;3129531;2844271;0;0;2039739;506;27;0.01283057;
07-15 17:10:13.095  7945  7975 I Unity   : [STATISTIC]1285;15034635;15034167;1852436480;15982592;2988294835;0;0;0;0;184271;0;398698;0;0;0;2102771;0;0;4178073;3486406;0;0;1947813;506;27;0.01504312;
07-15 17:10:13.108  7945  7975 I Unity   : [STATISTIC]1286;15107448;15106927;1854668800;15982592;2988303027;0;0;0;320469;160833;0;0;0;0;0;1710369;0;0;3394584;4865052;0;0;2025781;507;27;0.01511537;
07-15 17:10:13.121  7945  7975 I Unity   : [STATISTIC]1287;14479948;14479531;1857015808;15982592;3005127627;0;0;0;307865;176197;0;474480;0;0;0;2936626;0;0;1099010;5589844;0;0;2173020;508;27;0.01450021;
07-15 17:10:13.135  7945  7975 I Unity   : [STATISTIC]1288;9868072;9867656;1857015808;15982592;3005145035;0;0;0;0;341562;0;370573;0;0;0;1849696;0;0;73230;3154115;0;0;1946980;508;27;0.009876198;
07-15 17:10:13.150  7945  7975 I Unity   : [STATISTIC]1289;13510260;13509948;1857015808;15982592;3005145035;0;0;0;0;100781;0;360417;0;0;0;1939683;0;0;3833073;2751563;0;0;2072448;508;27;0.01351891;
07-15 17:10:13.164  7945  7975 I Unity   : [STATISTIC]1290;16025781;16025417;1857015808;15982592;3005145035;0;0;0;0;165417;0;358854;0;0;0;1998130;0;0;5431511;3430625;0;0;2217136;508;27;0.01603412;
07-15 17:10:13.177  7945  7975 I Unity   : [STATISTIC]1291;13756615;13756145;1857527808;15982592;3005145035;0;0;0;0;163802;0;444063;0;0;0;1944631;0;0;3484271;3472136;0;0;1944011;508;27;0.01376958;
07-15 17:10:13.191  7945  7975 I Unity   : [STATISTIC]1292;12516146;12515782;1857527808;15982592;3005145035;0;0;0;0;170990;0;0;0;0;0;1990040;0;0;2338125;3460313;0;0;2136302;508;27;0.01252667;
07-15 17:10:13.205  7945  7975 I Unity   : [STATISTIC]1293;16256719;16256302;1859661824;15982592;3005197887;0;0;0;439792;167344;0;372813;0;0;0;1906976;0;0;3836510;4607188;0;0;2191250;509;27;0.01626589;
07-15 17:10:13.221  7945  7975 I Unity   : [STATISTIC]1294;12204479;12204010;1859805184;15982592;3005198811;0;0;0;0;152656;0;372864;0;0;0;2021825;0;0;2104739;3365886;0;0;2022344;509;27;0.01221193;
07-15 17:10:13.233  7945  7975 I Unity   : [STATISTIC]1295;17219583;17219219;1862057984;15982592;3005224475;0;0;0;110781;130052;0;398438;0;0;0;1892664;0;0;3698906;4521511;0;0;2182916;510;27;0.0172337;
07-15 17:10:13.246  7945  7975 I Unity   : [STATISTIC]1296;9583802;9583542;1862057984;15982592;3005242011;0;0;0;0;154740;0;364739;0;0;0;1876456;0;0;69948;2902084;0;0;1875782;510;27;0.009592604;
07-15 17:10:13.260  7945  7975 I Unity   : [STATISTIC]1297;14534271;14534011;1862057984;15982592;3005268315;0;0;0;0;100053;0;430468;0;0;0;1929568;0;0;4168229;3155573;0;0;2138646;510;27;0.01454109;
07-15 17:10:13.274  7945  7975 I Unity   : [STATISTIC]1298;15965208;15964739;1864192000;15982592;3005285275;0;0;0;319062;170729;0;0;0;0;0;2002657;0;0;3646042;4629688;0;0;2336719;511;27;0.01598115;
07-15 17:10:13.288  7945  7975 I Unity   : [STATISTIC]1299;11828542;11828073;1864192000;15982592;3005217819;0;0;0;0;151459;0;446094;0;0;0;2332448;0;0;1155156;3834323;0;0;1928907;511;27;0.01183703;
07-15 17:10:13.302  7945  7975 I Unity   : [STATISTIC]1300;16946094;16945573;1866948608;15982592;3005242395;0;0;0;382552;191407;0;553698;0;0;0;2773744;0;0;3208854;5824427;0;0;2199844;512;27;0.0169599;
07-15 17:10:13.315  7945  7975 I Unity   : [STATISTIC]1301;11574427;11573802;1867108352;15982592;3022037211;0;0;0;0;236354;0;350520;0;0;0;2739537;0;0;194062;4376615;0;0;2073698;512;27;0.0115838;
07-15 17:10:13.328  7945  7975 I Unity   : [STATISTIC]1302;12594166;12593854;1867108352;15982592;3022054811;0;0;0;0;125156;0;385312;0;0;0;2280267;0;0;2302865;3280833;0;0;2081354;512;27;0.01260411;
07-15 17:10:13.343  7945  7975 I Unity   : [STATISTIC]1303;15237812;15237396;1869856768;15982592;3022071195;0;0;0;360625;180781;0;526146;0;0;0;2339634;0;0;2442240;4900937;0;0;2246198;513;27;0.01524786;
07-15 17:10:13.357  7945  7975 I Unity   : [STATISTIC]1304;15245573;15245053;1872199680;15982592;3022019483;0;0;0;302500;164583;0;0;0;0;0;2777087;0;0;2560052;5816979;0;0;2249375;514;27;0.01525531;
07-15 17:10:13.371  7945  7975 I Unity   : [STATISTIC]1305;13492605;13491979;1872199680;15982592;3022037147;0;0;0;0;343749;0;365261;0;0;0;3868171;0;0;1108698;5477605;0;0;2049636;514;27;0.01350099;
07-15 17:10:13.383  7945  7975 I Unity   : [STATISTIC]1306;12896458;12895938;1872199680;15982592;3022054811;0;0;0;0;206875;0;403281;0;0;0;2796397;0;0;1379062;4264010;0;0;2113698;514;27;0.01290682;
07-15 17:10:13.397  7945  7975 I Unity   : [STATISTIC]1307;13757865;13757447;1874489344;15982592;3022063003;0;0;0;228698;108281;0;380000;0;0;0;2978853;0;0;448646;5883385;0;0;2027500;515;27;0.01376745;
07-15 17:10:13.411  7945  7975 I Unity   : [STATISTIC]1308;11133646;11133177;1874489344;15982592;3022080731;0;0;0;0;152187;0;345625;0;0;0;2158076;0;0;926145;3200833;0;0;1938803;515;27;0.01114115;
07-15 17:10:13.426  7945  7975 I Unity   : [STATISTIC]1309;14318229;14317709;1874489344;15982592;3022064091;0;0;0;0;165938;0;0;0;0;0;2147287;0;0;3680885;3723646;0;0;1977448;515;27;0.01433094;
07-15 17:10:13.440  7945  7975 I Unity   : [STATISTIC]1310;17354843;17354114;1876946944;15982592;3022080475;0;0;0;143490;172708;0;451458;0;0;0;2181880;0;0;4443125;5052083;0;0;2226042;516;27;0.01736474;
07-15 17:10:13.453  7945  7975 I Unity   : [STATISTIC]1311;13096875;13096458;1878986752;15982592;3022096859;0;0;0;138125;155625;0;412239;0;0;0;2058750;0;38697;577968;4869635;0;0;2550885;517;27;0.01310781;
07-15 17:10:13.467  7945  7975 I Unity   : [STATISTIC]1312;11440573;11440053;1878986752;15982592;3038874075;0;0;0;0;153593;0;355312;0;0;0;2011359;0;0;1242864;3459115;0;0;1980625;517;27;0.01144786;
07-15 17:10:13.482  7945  7975 I Unity   : [STATISTIC]1313;13349636;13349218;1879199744;15982592;3038874075;0;0;0;0;102135;0;443854;0;0;0;2024212;0;0;3430729;2892239;0;0;1937083;517;27;0.01335844;
07-15 17:10:13.496  7945  7975 I Unity   : [STATISTIC]1314;15234011;15233594;1879302144;15982592;3038804827;0;0;0;0;229843;0;389791;0;0;0;1841886;0;0;4948334;3360261;0;0;1884792;517;27;0.01524557;
07-15 17:10:13.510  7945  7975 I Unity   : [STATISTIC]1315;15540157;15539739;1881407488;15982592;3038813019;0;0;0;181406;153281;0;469114;0;0;0;1947593;0;0;3453438;4730364;0;0;1885365;518;27;0.01554984;
07-15 17:10:13.522  7945  7975 I Unity   : [STATISTIC]1316;13514479;13514063;1883615232;15982592;3038829403;0;0;0;182916;157707;0;0;0;0;0;2201034;0;0;1896250;4832344;0;0;2151562;519;27;0.01352078;
07-15 17:10:13.535  7945  7975 I Unity   : [STATISTIC]1317;12600834;12600364;1885814784;15982592;3038829403;0;0;0;274271;150364;0;330781;0;0;0;2077509;0;0;411510;5220573;0;0;1955365;520;27;0.01261255;
07-15 17:10:13.550  7945  7975 I Unity   : [STATISTIC]1318;14477188;14476718;1888108544;15982592;3055639815;0;0;0;303073;161457;0;372656;0;0;0;0;0;2878594;1657552;5762917;0;0;2102396;521;27;0.01448776;
07-15 17:10:13.564  7945  7975 I Unity   : [STATISTIC]1319;11609271;11608750;1888313344;15982592;3055639815;0;0;0;0;105417;0;400261;0;0;0;2526195;0;0;1340000;3432083;0;0;1974480;521;27;0.01161604;
07-15 17:10:13.579  7945  7975 I Unity   : [STATISTIC]1320;15202084;15201667;1890828288;15982592;3055695439;0;0;0;249791;267813;0;385520;0;0;0;2033227;0;0;3644583;4394427;0;0;2125365;522;27;0.01521646;
07-15 17:10:13.592  7945  7975 I Unity   : [STATISTIC]1321;14936354;14935886;1892921344;15982592;3055721423;0;0;0;283646;153178;0;384583;0;0;0;1928068;0;0;3687760;4183438;0;0;1966979;523;27;0.01494443;
07-15 17:10:13.606  7945  7975 I Unity   : [STATISTIC]1322;14134635;14134115;1894965248;15982592;3055766159;0;0;0;252761;182865;0;0;0;0;0;2221456;0;0;1905312;5376250;0;0;1968229;524;27;0.01414547;
07-15 17:10:13.619  7945  7975 I Unity   : [STATISTIC]1323;12677604;12677136;1894965248;15982592;3055784015;0;0;0;0;163801;0;361146;0;0;0;2040209;0;0;2136615;3656719;0;0;2005729;524;27;0.01268755;
07-15 17:10:13.634  7945  7975 I Unity   : [STATISTIC]1324;11987605;11987083;1895153664;15982592;3055714255;0;0;0;0;104479;0;356927;0;0;0;2313440;0;0;1769114;3714791;0;0;1921303;524;27;0.01199807;
07-15 17:10:13.649  7945  7975 I Unity   : [STATISTIC]1325;15940052;15939531;1895153664;15982592;3055714255;0;0;0;0;129947;0;531093;0;0;0;1893174;0;0;5384584;3396406;0;0;1884740;524;27;0.01594932;
07-15 17:10:13.662  7945  7975 I Unity   : [STATISTIC]1326;16055000;16054531;1897410560;15982592;3055738831;0;0;0;248438;173906;0;549896;0;0;0;2026460;0;0;3684062;4845156;0;0;1880364;525;27;0.01606557;
07-15 17:10:13.674  7945  7975 I Unity   : [STATISTIC]1327;12605105;12604583;1899851776;15982592;3072524239;0;0;0;241042;164530;0;356354;0;0;0;2083118;0;0;1393385;4374322;0;0;1948698;526;27;0.01261255;
07-15 17:10:13.689  7945  7975 I Unity   : [STATISTIC]1328;12278750;12278229;1899851776;15982592;3072542159;0;0;0;0;168802;0;0;0;0;0;0;0;3456771;791510;4900104;0;0;1982240;526;27;0.01228995;
07-15 17:10:13.703  7945  7975 I Unity   : [STATISTIC]1329;14860052;14859584;1901920256;15982592;3072505935;0;0;0;215677;175104;0;450834;0;0;0;1919055;0;0;2744844;4852865;0;0;1882709;527;27;0.01486963;
07-15 17:10:13.717  7945  7975 I Unity   : [STATISTIC]1330;14078437;14078021;1904111616;15982592;3072514127;0;0;0;162708;135260;0;381510;0;0;0;1840463;0;0;2103802;4715261;0;0;2197395;528;27;0.01408771;
07-15 17:10:13.730  7945  7975 I Unity   : [STATISTIC]1331;13455312;13454896;1906196480;15982592;3072556623;0;0;0;151354;102709;0;370260;0;0;0;1989172;0;0;1673750;4462864;0;0;2160052;529;27;0.01346448;
07-15 17:10:13.744  7945  7975 I Unity   : [STATISTIC]1332;12059063;12058542;1906446336;15982592;3072574607;0;0;0;0;157031;0;344427;0;0;0;2540573;0;0;1855260;3688333;0;0;1864792;529;27;0.01206859;
07-15 17:10:13.759  7945  7975 I Unity   : [STATISTIC]1333;15450417;15449948;1908801536;15982592;3089369807;0;0;0;191042;173906;0;0;0;0;0;2005213;0;0;3942604;4532136;0;0;2152708;530;27;0.01546026;
07-15 17:10:13.772  7945  7975 I Unity   : [STATISTIC]1334;16013230;16012708;1910824960;15982592;3089355087;0;0;0;206458;172866;0;517239;0;0;0;2024060;0;0;3529271;4971354;0;0;1949167;531;27;0.01602313;
07-15 17:10:13.785  7945  7975 I Unity   : [STATISTIC]1335;12267448;12266979;1913085952;15982592;3089393615;0;0;0;160156;179114;0;365885;0;0;0;2115933;0;0;287344;4961979;0;0;2002083;532;27;0.01227693;
07-15 17:10:13.799  7945  7975 I Unity   : [STATISTIC]1336;12861562;12861146;1915301888;15982592;3089428111;0;0;0;176146;300886;0;388334;0;0;0;2399852;0;0;1112761;4625000;0;0;2009011;533;27;0.01287078;
07-15 17:10:13.814  7945  7975 I Unity   : [STATISTIC]1337;14713282;14712709;1917583360;15982592;3089473967;0;0;0;284219;106407;0;478802;0;0;0;1945013;0;0;2452344;4788385;0;0;2132292;534;27;0.01472302;
07-15 17:10:13.827  7945  7975 I Unity   : [STATISTIC]1338;12502448;12502032;1917583360;15982592;3089492207;0;0;0;0;170468;0;405156;0;0;0;2588123;0;0;1958594;3689167;0;0;2032656;534;27;0.01250974;
07-15 17:10:13.843  7945  7975 I Unity   : [STATISTIC]1339;14860833;14860364;1919975424;15982592;3089537579;0;0;0;211510;173594;0;0;0;0;0;2164787;0;0;3113385;4680677;0;0;2231146;535;27;0.01487031;
07-15 17:10:13.856  7945  7975 I Unity   : [STATISTIC]1340;13837031;13836614;1919975424;15982592;3089537579;0;0;0;0;165834;0;408229;0;0;0;1873589;0;0;3364739;3447864;0;0;1936250;535;27;0.01384792;
07-15 17:10:13.870  7945  7975 I Unity   : [STATISTIC]1341;15503333;15502865;1920757760;15982592;3106345695;0;0;0;313854;169323;0;446980;0;0;0;2065833;0;0;3238750;4846875;0;0;1923854;536;27;0.01551239;
07-15 17:10:13.884  7945  7975 I Unity   : [STATISTIC]1342;13888958;13888646;1923031040;15982592;3106369243;0;0;0;290417;174427;0;377031;0;0;0;2172361;0;0;1891927;4734427;0;0;2151406;537;27;0.01389802;
07-15 17:10:13.897  7945  7975 I Unity   : [STATISTIC]1343;13823802;13823333;1925001216;15982592;3106377435;0;0;0;278645;110677;0;376875;0;0;0;2292915;0;0;1876979;4656615;0;0;2155833;538;27;0.01383307;
07-15 17:10:13.911  7945  7975 I Unity   : [STATISTIC]1344;12739218;12738750;1927188480;15982592;3106436827;0;0;0;254323;111355;0;387917;0;0;0;2125570;0;0;987916;4582864;0;0;2006979;539;27;0.01275255;
07-15 17:10:13.925  7945  7975 I Unity   : [STATISTIC]1345;12765052;12764636;1927413760;15982592;3106445979;0;0;0;0;164010;0;357604;0;0;0;2509832;0;0;1680365;4151198;0;0;2025989;539;27;0.01277396;
07-15 17:10:13.940  7945  7975 I Unity   : [STATISTIC]1346;15061458;15060989;1929748480;15982592;3123247771;0;0;0;288437;166459;0;0;0;0;0;2052502;0;0;3396823;4603854;0;0;2163020;540;27;0.0150976;
07-15 17:10:13.954  7945  7975 I Unity   : [STATISTIC]1347;15163177;15162761;1932173312;15982592;3123298907;0;0;0;485105;170885;0;394740;0;0;0;2026766;0;0;3061875;4840729;0;0;2021563;541;27;0.01517479;
07-15 17:10:13.967  7945  7975 I Unity   : [STATISTIC]1348;13481667;13481145;1934225408;15982592;3123325531;0;0;0;235365;173958;0;369791;0;0;0;2262657;0;0;1380625;4654479;0;0;2053333;542;27;0.0134887;
07-15 17:10:13.981  7945  7975 I Unity   : [STATISTIC]1349;13350625;13350156;1936310272;15982592;3123303975;0;0;0;264895;155208;0;379271;0;0;0;2271574;0;0;1072812;4815677;0;0;2162656;543;27;0.01336234;
07-15 17:10:13.995  7945  7975 I Unity   : [STATISTIC]1350;11908125;11907656;1936310272;15982592;3123322535;0;0;0;0;107604;0;373593;0;0;0;2445521;0;0;1635781;3661615;0;0;1943958;543;27;0.01191802;
07-15 17:10:14.010  7945  7975 I Unity   : [STATISTIC]1351;15840416;15839844;1938468864;15982592;3123322535;0;0;0;292552;299634;0;0;0;0;0;2309063;0;0;3619271;5236250;0;0;2185885;544;27;0.01584937;
07-15 17:10:14.022  7945  7975 I Unity   : [STATISTIC]1352;14301406;14301041;1938468864;15982592;3123322535;0;0;0;0;189739;0;444062;0;0;0;2941670;0;0;3143125;4009011;0;0;2103438;544;27;0.01431229;
07-15 17:10:14.036  7945  7975 I Unity   : [STATISTIC]1353;12697291;12696927;1938731008;15982592;3123322535;0;0;0;0;187344;0;371615;0;0;0;3448324;0;0;954791;4903281;0;0;2145937;544;27;0.01270531;
07-15 17:10:14.050  7945  7975 I Unity   : [STATISTIC]1354;14095104;14094843;1938731008;15982592;3123280327;0;0;0;0;177970;0;599219;0;0;0;3200115;0;0;2696302;4385989;0;0;2015729;544;27;0.01410891;
07-15 17:10:14.065  7945  7975 I Unity   : [STATISTIC]1355;13118698;13118281;1938731008;15982592;3123280327;0;0;0;0;111719;0;457500;0;0;0;2218754;0;0;2435052;3640364;0;0;2034531;544;27;0.01312948;
07-15 17:10:14.079  7945  7975 I Unity   : [STATISTIC]1356;14722135;14721615;1938731008;15982592;3123280327;0;0;0;0;119948;0;381823;0;0;0;2226605;0;0;3856094;3586875;0;0;2139844;544;27;0.01473068;
07-15 17:10:14.093  7945  7975 I Unity   : [STATISTIC]1357;15783229;15782760;1941397504;15982592;3123325379;0;0;0;297136;158541;0;494896;0;0;0;2140048;0;0;3619375;4613750;0;0;2006823;545;27;0.01579458;
07-15 17:10:14.107  7945  7975 I Unity   : [STATISTIC]1358;11648385;11648073;1941397504;15982592;3123325379;0;0;0;0;173386;0;0;0;0;0;2179612;0;0;1726198;3710625;0;0;1993802;545;27;0.01165667;
07-15 17:10:14.120  7945  7975 I Unity   : [STATISTIC]1359;16186771;16186406;1943625728;15982592;3140037415;0;0;0;279010;160834;0;516458;0;0;0;2120587;0;0;3955833;4756719;0;0;2059479;546;27;0.01619547;
07-15 17:10:14.134  7945  7975 I Unity   : [STATISTIC]1360;12823125;12822709;1945919488;15982592;3140071703;0;0;0;356510;171042;0;528177;0;0;0;2405100;0;0;603854;4840833;0;0;2110834;547;27;0.01283229;
07-15 17:10:14.148  7945  7975 I Unity   : [STATISTIC]1361;14072083;14071771;1947967488;15982592;3140071703;0;0;0;358958;159634;0;441563;0;0;0;2093908;0;0;1646094;5170104;0;0;2039636;548;27;0.01408125;
07-15 17:10:14.162  7945  7975 I Unity   : [STATISTIC]1362;11394635;11394167;1947967488;15982592;3140071703;0;0;0;0;109948;0;453645;0;0;0;2293025;0;0;1454896;3108177;0;0;1949323;548;27;0.01140328;
07-15 17:10:14.174  7945  7975 I Unity   : [STATISTIC]1363;15046406;15045990;1947967488;15982592;3140071703;0;0;0;0;165834;0;0;0;0;0;2231412;0;39011;3884271;3654323;0;0;2481354;548;27;0.01505807;
07-15 17:10:14.190  7945  7975 I Unity   : [STATISTIC]1364;12302292;12301875;1947983872;15982592;3139942215;0;0;0;0;150416;0;486823;0;0;0;2355982;0;0;1714688;3851094;0;0;1864063;548;27;0.01231297;
07-15 17:10:14.204  7945  7975 I Unity   : [STATISTIC]1365;15707396;15706979;1947983872;15982592;3139942215;0;0;0;0;164531;0;379584;0;0;0;2135060;0;0;4738854;3785261;0;0;2151563;548;27;0.01571682;
07-15 17:10:14.218  7945  7975 I Unity   : [STATISTIC]1366;13756875;13756562;1948114944;15982592;3139942215;0;0;0;0;180885;0;435156;0;0;0;1869749;0;0;3254531;3457969;0;0;2231094;548;27;0.01376807;
07-15 17:10:14.232  7945  7975 I Unity   : [STATISTIC]1367;15879114;15878698;1950334976;15982592;3139974983;0;0;0;375625;271667;0;412552;0;0;0;2281766;0;0;3226927;4751615;0;0;2179062;549;27;0.01589047;
07-15 17:10:14.246  7945  7975 I Unity   : [STATISTIC]1368;12051719;12051198;1950334976;15982592;3139974983;0;0;0;0;206146;0;533489;0;0;0;2233385;0;0;1715521;3281146;0;0;2008333;549;27;0.01206141;
07-15 17:10:14.260  7945  7975 I Unity   : [STATISTIC]1369;15731927;15731510;1952612352;15982592;3139973191;0;0;0;298959;195625;0;439063;0;0;0;2060265;0;0;3409063;4795989;0;0;2067916;550;27;0.01574016;
07-15 17:10:14.272  7945  7975 I Unity   : [STATISTIC]1370;12293385;12292760;1952612352;15982592;3139973191;0;0;0;0;196718;0;0;0;0;0;2235666;0;0;1917969;3734323;0;0;2143438;550;27;0.01230604;
07-15 17:10:14.287  7945  7975 I Unity   : [STATISTIC]1371;13183230;13182708;1952665600;15982592;3139973191;0;0;0;0;179635;0;416562;0;0;0;2834123;0;0;1720260;4337812;0;0;2229427;550;27;0.01319542;
07-15 17:10:14.301  7945  7975 I Unity   : [STATISTIC]1372;13898906;13898281;1952804864;15982592;3139973191;0;0;0;0;193855;0;403802;0;0;0;2132193;0;0;3367708;3308177;0;0;2155208;550;27;0.01390651;
07-15 17:10:14.316  7945  7975 I Unity   : [STATISTIC]1373;13736719;13736407;1952804864;15982592;3139973191;0;0;0;0;117917;0;441302;0;0;0;1977081;0;0;3310209;3244740;0;0;2079114;550;27;0.01374969;
